
0,-18.1812,-30.1875,1,0,0.19,0,1,-18.1812,-30.1875,1,0,0.19,0,2,-18.1812,-30.1875,1,0,0.19,0,3,-18.1812,-30.1875,1,0,0.19,0,4,-18.1812,-30.1875,1,0,0.19,0,5,-18.1812,-30.1875,1,0,0.19,0,6,-18.1812,-30.1875,1,0,0.19,0,7,-18.1812,-30.1875,1,0,0.19,0
0,-18.1313,-30.1875,1,0,0.19,0,1,-18.1313,-30.1875,1,0,0.19,0,2,-18.1313,-30.1875,1,0,0.19,0,3,-18.1313,-30.1875,1,0,0.19,0,4,-18.1313,-30.1875,1,0,0.19,0,5,-18.1313,-30.1875,1,0,0.19,0,6,-18.1313,-30.1875,1,0,0.19,0,7,-18.1313,-30.1875,1,0,0.19,0
0,-18.0813,-30.1869,0.999922,0.0125101,0.19,0,1,-18.0813,-30.1869,0.999922,0.0125101,0.19,0,2,-18.0813,-30.1869,0.999922,0.0125101,0.19,0,3,-18.0813,-30.1869,0.999922,0.0125101,0.19,0,4,-18.0813,-30.1869,0.999922,0.0125101,0.19,0,5,-18.0813,-30.1869,0.999922,0.0125101,0.19,0,6,-18.0813,-30.1869,0.999922,0.0125101,0.19,0,7,-18.0813,-30.1869,0.999922,0.0125101,0.19,0
0,-18.0313,-30.185,0.999293,0.0375852,0.19,0,1,-18.0313,-30.185,0.999293,0.0375852,0.19,0,2,-18.0313,-30.185,0.999293,0.0375852,0.19,0,3,-18.0313,-30.185,0.999293,0.0375852,0.19,0,4,-18.0313,-30.185,0.999293,0.0375852,0.19,0,5,-18.0313,-30.185,0.999293,0.0375852,0.19,0,6,-18.0313,-30.185,0.999293,0.0375852,0.19,0,7,-18.0313,-30.185,0.999293,0.0375852,0.19,0
0,-17.9814,-30.1812,0.99716,0.0753065,0.19,0,1,-17.9814,-30.1819,0.998036,0.0626367,0.19,0,2,-17.9814,-30.1812,0.99716,0.0753065,0.19,0,3,-17.9814,-30.1812,0.99716,0.0753065,0.19,0,4,-17.9814,-30.1819,0.998036,0.0626367,0.19,0,5,-17.9814,-30.1812,0.99716,0.0753065,0.19,0,6,-17.9814,-30.1812,0.99716,0.0753065,0.19,0,7,-17.9814,-30.1812,0.99716,0.0753065,0.19,0
0,-17.935,-30.1276,0.762662,0.646798,0.19,0,1,-17.9281,-30.2286,0.844416,-0.535688,0.19,0,2,-17.935,-30.1276,0.762662,0.646798,0.19,0,3,-17.935,-30.1276,0.762662,0.646798,0.19,0,4,-17.9281,-30.2286,0.844416,-0.535688,0.19,0,5,-17.935,-30.1276,0.762662,0.646798,0.19,0,6,-17.935,-30.1276,0.762662,0.646798,0.19,0,7,-17.935,-30.1276,0.762662,0.646798,0.19,0
0,-17.881,-30.0245,0.464409,0.885621,0.19,0,1,-17.8254,-30.2835,0.881963,-0.471318,0.19,0,2,-17.881,-30.0245,0.464409,0.885621,0.19,0,3,-17.8809,-30.0245,0.46511,0.885253,0.19,0,4,-17.9184,-30.2997,0.368574,-0.929599,0.19,0,5,-17.881,-30.0245,0.464409,0.885621,0.19,0,6,-17.881,-30.0245,0.464409,0.885621,0.19,0,7,-17.881,-30.0245,0.464409,0.885621,0.19,0
0,-17.877,-29.9225,0.0396761,0.999213,0.19,0,1,-17.6787,-30.3147,0.978157,-0.207866,0.19,0,2,-17.877,-29.9225,0.0396761,0.999213,0.19,0,3,-17.779,-29.9362,0.755711,0.654905,0.19,0,4,-17.9536,-30.3486,-0.247913,-0.968782,0.19,0,5,-17.877,-29.9225,0.0396761,0.999213,0.19,0,6,-17.877,-29.9225,0.0396761,0.999213,0.19,0,7,-17.877,-29.9225,0.0396761,0.999213,0.19,0
0,-17.9217,-29.8313,-0.440697,0.897656,0.19,0,1,-17.5301,-30.2959,0.992102,0.125431,0.19,0,2,-17.9217,-29.8313,-0.440697,0.897656,0.19,0,3,-17.631,-29.8673,0.906525,0.422152,0.19,0,4,-17.9609,-30.3558,0.165263,-0.98625,0.19,0,5,-17.9217,-29.8313,-0.440697,0.897656,0.19,0,6,-17.9206,-29.8355,-0.44828,0.893893,0.19,0,7,-17.9217,-29.8313,-0.440697,0.897656,0.19,0
0,-17.9699,-29.6903,-0.323346,0.946281,0.19,0,1,-17.3845,-30.2605,0.97176,0.235973,0.19,0,2,-17.9699,-29.6903,-0.323346,0.946281,0.19,0,3,-17.4803,-29.8046,0.923226,0.384257,0.19,0,4,-17.9507,-30.3543,0.71318,-0.700981,0.19,0,5,-17.9699,-29.6903,-0.323346,0.946281,0.19,0,6,-17.9968,-29.7863,-0.840638,0.541597,0.19,0,7,-17.9699,-29.6903,-0.323346,0.946281,0.19,0
0,-17.9732,-29.5273,-0.0199793,0.9998,0.19,0,1,-17.239,-30.2252,0.97176,0.235973,0.19,0,2,-17.9732,-29.5273,-0.0199793,0.9998,0.19,0,3,-17.3295,-29.7418,0.923226,0.384257,0.19,0,4,-17.9405,-30.3527,0.988954,-0.148224,0.19,0,5,-17.9732,-29.5273,-0.0199793,0.9998,0.19,0,6,-18.0791,-29.7869,-0.999981,-0.00622083,0.19,0,7,-17.9732,-29.5273,-0.0199793,0.9998,0.19,0
0,-17.97,-29.3644,0.0195234,0.999809,0.19,0,1,-17.0934,-30.1898,0.97176,0.235973,0.19,0,2,-17.97,-29.3644,0.0195234,0.999809,0.19,0,3,-17.1764,-29.6853,0.938149,0.346233,0.19,0,4,-17.9303,-30.3511,0.981007,0.193974,0.19,0,5,-17.97,-29.3644,0.0195234,0.999809,0.19,0,6,-18.1144,-29.7705,-0.906672,0.421837,0.19,0,7,-17.97,-29.3644,0.0195234,0.999809,0.19,0
