
0,22.3,-12.375,1,0,0.19,0,1,22.6625,-16.9813,1,0,0.19,0,2,22.0312,-10.4688,1,0,0.19,0,3,20.3687,-12.5125,1,0,0.19,0,4,21.5875,-17.7,1,0,0.19,0,5,22.6812,-13.9312,1,0,0.19,0,6,23.0688,-7.48125,1,0,0.19,0,7,17.2687,-12.7188,1,0,0.19,0,8,21.9438,-5.825,1,0,0.19,0
0,22.35,-12.375,1,0,0.19,0,1,22.7125,-16.9813,1,0,0.19,0,2,22.0812,-10.4688,1,0,0.19,0,3,20.4187,-12.5125,1,0,0.19,0,4,21.6375,-17.7,1,0,0.19,0,5,22.7312,-13.9312,1,0,0.19,0,6,23.1187,-7.48125,1,0,0.19,0,7,17.3187,-12.7188,1,0,0.19,0,8,21.9937,-5.825,1,0,0.19,0
0,22.4,-12.3756,0.999922,-0.0125101,0.19,0,1,22.7625,-16.9806,0.999922,0.0125101,0.19,0,2,22.1312,-10.4694,0.999922,-0.0125101,0.19,0,3,20.4687,-12.5131,0.999922,-0.0125101,0.19,0,4,21.6875,-17.6994,0.999922,0.0125101,0.19,0,5,22.7812,-13.9306,0.999922,0.0125101,0.19,0,6,23.1687,-7.48188,0.999922,-0.0125101,0.19,0,7,17.3687,-12.7194,0.999922,-0.0125101,0.19,0,8,22.0437,-5.82437,0.999922,0.0125101,0.19,0
0,22.45,-12.3775,0.999293,-0.0375852,0.19,0,1,22.8125,-16.9787,0.999293,0.0375852,0.19,0,2,22.1812,-10.4713,0.999293,-0.0375852,0.19,0,3,20.5187,-12.515,0.999293,-0.0375852,0.19,0,4,21.7375,-17.6975,0.999293,0.0375852,0.19,0,5,22.8312,-13.9287,0.999293,0.0375852,0.19,0,6,23.2187,-7.48375,0.999293,-0.0375852,0.19,0,7,17.4187,-12.7213,0.999293,-0.0375852,0.19,0,8,22.0937,-5.82249,0.999293,0.0375852,0.19,0
0,22.4998,-12.3813,0.99716,-0.0753065,0.19,0,1,22.8623,-16.975,0.99716,0.0753065,0.19,0,2,22.2311,-10.475,0.99716,-0.0753065,0.19,0,3,20.5686,-12.5188,0.99716,-0.0753065,0.19,0,4,21.7873,-17.6937,0.99716,0.0753065,0.19,0,5,22.8811,-13.925,0.99716,0.0753065,0.19,0,6,23.2609,-7.48752,0.996043,-0.0888724,0.19,0,7,17.4686,-12.725,0.99716,-0.0753065,0.19,0,8,22.1436,-5.81873,0.99716,0.0753065,0.19,0
0,22.5494,-12.3876,0.992066,-0.125722,0.19,0,1,22.9119,-16.9687,0.992066,0.125722,0.19,0,2,22.2807,-10.4813,0.992066,-0.125722,0.19,0,3,20.6182,-12.5251,0.992066,-0.125722,0.19,0,4,21.8369,-17.6874,0.992066,0.125722,0.19,0,5,22.9307,-13.9187,0.992066,0.125722,0.19,0,6,23.275,-7.49252,0.753787,-0.657119,0.19,0,7,17.5182,-12.7313,0.992066,-0.125722,0.19,0,8,22.1932,-5.81244,0.992066,0.125722,0.19,0
0,22.5985,-12.397,0.982025,-0.188752,0.19,0,1,22.961,-16.9593,0.982025,0.188752,0.19,0,2,22.3298,-10.4907,0.982025,-0.188752,0.19,0,3,20.6673,-12.5345,0.982025,-0.188752,0.19,0,4,21.886,-17.678,0.982025,0.188752,0.19,0,5,22.9798,-13.9093,0.982025,0.188752,0.19,0,6,23.2797,-7.49457,0.234916,-0.972016,0.19,0,7,17.5673,-12.7407,0.982025,-0.188752,0.19,0,8,22.2423,-5.80301,0.982025,0.188752,0.19,0
0,22.6467,-12.4102,0.964507,-0.264056,0.19,0,1,23.0092,-16.9461,0.964507,0.264056,0.19,0,2,22.378,-10.5039,0.964507,-0.264056,0.19,0,3,20.7157,-12.547,0.967984,-0.251013,0.19,0,4,21.9342,-17.6648,0.964507,0.264056,0.19,0,5,23.028,-13.8961,0.964507,0.264056,0.19,0,6,23.2812,-7.49531,-0.0501522,-0.998742,0.19,0,7,17.6155,-12.7539,0.964507,-0.264056,0.19,0,8,22.2905,-5.7898,0.964507,0.264056,0.19,0
0,22.6936,-12.4277,0.93643,-0.350853,0.19,0,1,23.0561,-16.9285,0.93643,0.350853,0.19,0,2,22.4248,-10.5215,0.93643,-0.350853,0.19,0,3,20.762,-12.5659,0.926108,-0.37726,0.19,0,4,21.9811,-17.6473,0.93643,0.350853,0.19,0,5,23.0748,-13.8785,0.93643,0.350853,0.19,0,6,23.2817,-7.49556,-0.185764,-0.982594,0.19,0,7,17.6623,-12.7715,0.93643,-0.350853,0.19,0,8,22.3373,-5.77226,0.93643,0.350853,0.19,0
0,22.7383,-12.4501,0.894189,-0.44769,0.19,0,1,23.1008,-16.9061,0.894189,0.44769,0.19,0,2,22.4695,-10.5439,0.894189,-0.44769,0.19,0,3,20.8083,-12.5848,0.926108,-0.37726,0.19,0,4,22.0258,-17.6249,0.894189,0.44769,0.19,0,5,23.1195,-13.8561,0.894189,0.44769,0.19,0,6,23.2819,-7.49565,-0.253303,-0.967387,0.19,0,7,17.707,-12.7939,0.894189,-0.44769,0.19,0,8,22.382,-5.74988,0.894189,0.44769,0.19,0
